,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,1.2877017749508444,-0.5003201214037788,1.0332367854162978,-0.2780887148615221,0.48925206294731083,-1.428068575799004,1.02801515598702,-0.8021729623485587,1.7068914281359056,1.5784344438699722,0.8453428147466769,-0.07433688728702953,1.7535050287639364
1,-0.33638447022966766,-0.5003201214037788,-0.41315955843833235,-0.2780887148615221,-0.15723342278775942,-0.6800865515280047,-0.431199082169198,0.32434892535664545,-0.6243598800686444,-0.5846478824032391,1.2047413910767477,0.43018380161395553,-0.561474201437433
2,-0.4032533207032256,1.0132713455729934,-0.71521823265697,-0.2780887148615221,-1.0087228586046093,-0.40206304439331203,-1.6185989034139638,1.3306972032887185,-0.9740475762993268,-0.602723779280174,-0.6371763126148642,0.06529746896059882,-0.6515950473820119
3,0.38822982743904644,-0.5003201214037788,1.0332367854162978,-0.2780887148615221,0.48925206294731083,-0.30045039203951573,0.5916814867344253,-0.8392398028923431,1.7068914281359056,1.5784344438699722,0.8453428147466769,-3.8681925054293322,1.525386637466721
4,-0.32528234350231655,-0.5003201214037788,-0.41315955843833235,-0.2780887148615221,-0.15723342278775942,-0.8310942432204509,0.033746630968812724,-0.005494278012062016,-0.6243598800686444,-0.5846478824032391,1.2047413910767477,0.37911939725401606,-0.16578736221201656
5,-0.38551879858616844,-0.5003201214037788,-0.5235271509412962,-0.2780887148615221,-0.5400208814466831,0.16245169090555645,-1.9261783751821862,0.7552920537573227,-0.5077973146584168,-0.7051538615828051,0.575793882499125,0.40897075140875594,-1.038833057300124
6,-0.40269488632358547,-0.5003201214037788,-0.8415600819695732,-0.2780887148615221,-0.35288034610232044,-0.3935953233638287,-1.2180302890181391,1.0227934353242534,-0.5077973146584168,-1.0847476959984383,0.8453428147466769,0.44418004092460245,-0.6262485594600992
7,-0.40484514072276556,3.175544869825525,-1.487791380177716,-0.2780887148615221,-1.246051082973142,0.09470992266969223,-1.175112223190015,2.5272185744036046,-0.8574850108890993,-0.5484960886493693,-0.45747702444982796,0.44418004092460245,-0.9416715202661252
8,1.3050527259788558,-0.5003201214037788,1.0332367854162978,-0.2780887148615221,1.5610569471922964,-0.23129733696540386,1.1245808041002994,-0.8897897654083279,1.7068914281359056,1.5784344438699722,0.8453428147466769,-3.793837484091519,1.9703583143180792
9,1.2216937031271156,-0.5003201214037788,1.0332367854162978,-0.2780887148615221,0.34464346745393964,0.7566034498076154,1.1245808041002994,-1.1005868674615098,1.7068914281359056,1.5784344438699722,0.8453428147466769,-1.9345245681677319,1.0311301229894216
